0,0,0,0,0,0,0,0,0,0,0,0
0.0015946,-0.0015946,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.0031892,-0.0031892,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.0047838,-0.0047838,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.0063784,-0.0063784,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.007973,-0.007973,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.0095676,-0.0095676,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.011162,-0.011162,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.012757,-0.012757,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.014351,-0.014351,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.015946,-0.015946,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.017541,-0.017541,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.019135,-0.019135,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.02073,-0.02073,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.022324,-0.022324,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.023919,-0.023919,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.025514,-0.025514,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.027108,-0.027108,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.028703,-0.028703,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.030298,-0.030298,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.031892,-0.031892,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.033487,-0.033487,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.035081,-0.035081,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.036676,-0.036676,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.038271,-0.038271,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.039865,-0.039865,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.04146,-0.04146,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.043054,-0.043054,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.044649,-0.044649,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.046244,-0.046244,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.047838,-0.047838,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.049433,-0.049433,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.051027,-0.051027,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.052622,-0.052622,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.054217,-0.054217,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.055811,-0.055811,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.057406,-0.057406,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.059,-0.059,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.060595,-0.060595,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.06219,-0.06219,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.063784,-0.063784,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.065379,-0.065379,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.066973,-0.066973,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.068568,-0.068568,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.070163,-0.070163,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.071757,-0.071757,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.073352,-0.073352,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.074946,-0.074946,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.076541,-0.076541,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.078136,-0.078136,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.07973,-0.07973,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.081325,-0.081325,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.08292,-0.08292,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.084514,-0.084514,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.086109,-0.086109,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.087703,-0.087703,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.089298,-0.089298,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.090893,-0.090893,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.092487,-0.092487,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.094082,-0.094082,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.095676,-0.095676,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.097271,-0.097271,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.098866,-0.098866,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.10046,-0.10046,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.10205,-0.10205,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.10365,-0.10365,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.10524,-0.10524,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.10684,-0.10684,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.10843,-0.10843,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.11003,-0.11003,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.11162,-0.11162,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.11322,-0.11322,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.11481,-0.11481,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.11641,-0.11641,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.118,-0.118,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.1196,-0.1196,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.12119,-0.12119,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.12278,-0.12278,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.12438,-0.12438,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.12597,-0.12597,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.12757,-0.12757,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.12916,-0.12916,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.13076,-0.13076,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.13235,-0.13235,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.13395,-0.13395,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.13554,-0.13554,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.13714,-0.13714,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.13873,-0.13873,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.14033,-0.14033,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.14192,-0.14192,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.14351,-0.14351,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.14511,-0.14511,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.1467,-0.1467,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.1483,-0.1483,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
0.14989,-0.14989,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
